x,y
-22.07344351,-7.080294
-22.06677681,-8.514664
-22.06011011,-8.37733
-22.05344341,-7.858516
-22.04677671,-9.659107
-22.04011001,-7.034516
-22.03344331,-9.979552
-22.02677661,-9.063996
-22.02010991,-7.477035
-22.01344321,-9.3997
-22.00677651,-8.713035
-22.00010981,-11.15452
-21.99344311,-5.172887
-21.98677641,-9.262367
-21.98010971,-5.767998
-21.97344301,-7.736442
-21.96677631,-9.094515
-21.96010961,-8.209478
-21.95344291,-9.506516
-21.94677621,-6.54622
-21.94010951,-5.966368
-21.93344281,-9.659107
-21.92677611,-7.293923
-21.92010941,-4.104739
-21.91344271,-10.81881
-21.90677601,-8.026367
-21.90010931,-9.109774
-21.89344261,-13.71807
-21.88677591,-8.667256
-21.88010921,-6.729331
-21.87344251,-8.209478
-21.86677581,-8.301034
-21.86010911,-4.455702
-21.85344241,-8.438367
-21.84677571,-4.486221
-21.84010901,-7.950071
-21.83344231,-7.003997
-21.82677561,-3.006073
-21.82010891,-4.455702
-21.81344221,-12.51259
-21.80677551,-4.333628
-21.80010881,-8.438367
-21.79344211,-8.194219
-21.78677541,-6.54622
-21.78010871,-7.55333
-21.77344201,-7.965331
-21.76677531,-6.469923
-21.76010861,-7.278664
-21.75344191,-5.142368
-21.74677521,-5.844294
-21.74010851,-7.614367
-21.73344181,-4.470962
-21.72677511,-7.705923
-21.72010841,-7.705923
-21.71344171,-10.39155
-21.70677501,-5.691702
-21.70010831,-5.584887
-21.69344161,-6.729331
-21.68677491,-7.034516
-21.68010821,-7.15659
-21.67344151,-6.302072
-21.66677481,-6.439405
-21.66010811,-7.934812
-21.65344141,-4.623554
-21.64677471,-7.400738
-21.64010801,-9.62859
-21.63344131,-7.477035
-21.62677461,-7.293923
-21.62010791,-5.401776
-21.61344121,-7.644886
-21.60677451,-5.844294
-21.60010781,-8.636738
-21.59344111,-5.11185
-21.58677441,-5.066072
-21.58010771,-5.401776
-21.57344102,-6.210516
-21.56677432,-6.195257
-21.56010762,-7.675405
-21.55344092,-6.683553
-21.54677422,-4.577776
-21.54010752,-7.614367
-21.53344082,-11.33763
-21.52677412,-4.638813
-21.52010742,-4.928739
-21.51344072,-8.896146
-21.50677402,-6.95822
-21.50010732,-9.872738
-21.49344062,-13.24503
-21.48677392,-7.721182
-21.48010722,-5.142368
-21.47344052,-13.9317
-21.46677382,-7.583849
-21.46010712,-7.873775
-21.45344042,-13.96222
-21.44677372,-6.912442
-21.44010702,-4.959258
-21.43344032,-14.84725
-21.42677362,-8.17896
-21.42010692,-4.562517
-21.41344022,-9.216589
-21.40677352,-8.346812
-21.40010682,-2.792444
-21.39344012,-9.308145
-21.38677342,-7.675405
-21.38010672,-1.510666
-21.37344002,-6.95822
-21.36677332,-5.996887
-21.36010662,-1.510666
-21.35343992,-8.346812
-21.34677322,-9.704885
-21.34010652,-8.438367
-21.33343982,-6.866664
-21.32677312,-8.941923
-21.32010642,-8.697775
-21.31343972,-8.331553
-21.30677302,-8.331553
-21.30010632,-9.125033
-21.29343962,-13.26029
-21.28677292,-7.446516
-21.28010622,-11.61229
-21.27343952,-7.400738
-21.26677282,-9.521774
-21.26010612,-9.445478
-21.25343942,-8.575701
-21.24677272,-5.188146
-21.24010602,-10.74251
-21.23343932,-8.37733
-21.22677262,-7.019257
-21.22010592,-8.209478
-21.21343922,-6.012146
-21.20677252,-9.475996
-21.20010582,-7.248146
-21.19343912,-5.264442
-21.18677242,-4.28785
-21.18010572,-8.438367
-21.17343902,-1.02237
-21.16677232,-7.232886
-21.16010562,-11.3834
-21.15343892,-4.104739
-21.14677222,-7.095553
-21.14010552,-8.819849
-21.13343882,-4.226813
-21.12677212,-7.187109
-21.12010542,-6.439405
-21.11343872,-8.835109
-21.10677202,-5.890072
-21.10010532,-1.739555
-21.09343862,-7.080294
-21.08677192,-8.423108
-21.08010522,-3.006073
-21.07343852,-5.874813
-21.06677182,-5.508591
-21.06010512,-4.943998
-21.05343842,-0.3967406
-21.04677172,-9.582811
-21.04010502,-14.41999
-21.03343832,-1.541185
-21.02677162,-9.521774
-21.02010492,-18.61629
-21.01343822,-3.936888
-21.00677152,-11.91748
-21.00010482,-15.12192
-20.99343812,-16.02221
-20.98677142,-8.407849
-20.98010472,-7.049775
-20.97343802,-18.37214
-20.96677133,-10.6357
-20.96010463,-10.45259
-20.95343793,-10.57466
-20.94677123,-4.837183
-20.94010453,-5.218665
-20.93343783,-5.11185
-20.92677113,-4.455702
-20.92010443,-6.622516
-20.91343773,-4.104739
-20.90677103,-6.74459
-20.90010433,-6.927701
-20.89343763,-2.792444
-20.88677093,-10.49837
-20.88010423,-9.033478
-20.87343753,-3.952147
-20.86677083,-11.20029
-20.86010413,-4.837183
-20.85343743,-3.357036
-20.84677073,-9.735404
-20.84010403,-8.102664
-20.83343733,-3.509628
-20.82677063,-11.68859
-20.82010393,-5.859553
-20.81343723,-5.52385
-20.80677053,-6.851405
-20.80010383,-4.852443
-20.79343713,-6.088442
-20.78677043,-6.94296
-20.78010373,-4.974517
-20.77343703,-7.293923
-20.76677033,-8.484145
-20.76010363,-7.232886
-20.75343693,-8.819849
-20.74677023,-8.224738
-20.74010353,-4.226813
-20.73343683,-14.14533
-20.72677013,-5.737479
-20.72010343,-8.209478
-20.71343673,-11.96325
-20.70677003,-7.797479
-20.70010333,-6.683553
-20.69343663,-6.13422
-20.68676993,-10.23896
-20.68010323,-3.295999
-20.67343653,-8.362071
-20.66676983,-8.301034
-20.66010313,-6.54622
-20.65343643,-11.07822
-20.64676973,-10.19318
-20.64010303,-3.89111
-20.63343633,-7.507553
-20.62676963,-9.460737
-20.62010293,-6.94296
-20.61343623,-5.417035
-20.60676953,-5.767998
-20.60010283,-8.651998
-20.59343613,-6.515701
-20.58676943,-5.020295
-20.58010273,-5.050813
-20.57343603,-8.285775
-20.56676933,-5.737479
-20.56010263,-5.676443
-20.55343593,-7.889034
-20.54676923,-6.927701
-20.54010253,-4.058961
-20.53343583,-4.516739
-20.52676913,-10.20844
-20.52010243,-8.529923
-20.51343573,-6.271554
-20.50676903,-7.629627
-20.50010233,-9.155552
-20.49343563,-5.462813
-20.48676893,-5.691702
-20.48010223,-5.020295
-20.47343553,-6.241035
-20.46676883,-6.683553
-20.46010213,-7.583849
-20.45343543,-5.386517
-20.44676873,-6.042665
-20.44010203,-7.538071
-20.43343533,-5.508591
-20.42676863,-7.400738
-20.42010193,-6.591998
-20.41343523,-3.357036
-20.40676853,-5.050813
-20.40010183,-8.316293
-20.39343513,-3.234962
-20.38676843,-6.576738
-20.38010173,-7.37022
-20.37343503,-2.731406
-20.36676833,-7.843256
-20.36010164,-8.529923
-20.35343494,-0.2594073
-20.34676824,-7.263405
-20.34010154,-9.811701
-20.33343484,-1.037629
-20.32676814,-6.378368
-20.32010144,-5.386517
-20.31343474,1.892147
-20.30676804,-7.126071
-20.30010134,-7.141331
-20.29343464,-1.998962
-20.28676794,-6.714072
-20.28010124,-7.003997
-20.27343454,-6.042665
-20.26676784,-6.149479
-20.26010114,-7.858516
-20.25343444,-5.050813
-20.24676774,-7.37022
-20.24010104,-6.500442
-20.23343434,-6.13422
-20.22676764,-8.37733
-20.22010094,-7.187109
-20.21343424,-6.74459
-20.20676754,-5.676443
-20.20010084,-10.89511
-20.19343414,-6.500442
-20.18676744,-8.37733
-20.18010074,-6.820887
-20.17343404,-7.55333
-20.16676734,-9.567553
-20.16010064,-11.30711
-20.15343394,-7.065034
-20.14676724,-5.798516
-20.14010054,-8.255256
-20.13343384,-5.813776
-20.12676714,-7.660145
-20.12010044,-7.385479
-20.11343374,-6.790368
-20.10676704,-9.170811
-20.10010034,-5.798516
-20.09343364,-3.372295
-20.08676694,-9.308145
-20.08010024,-9.689627
-20.07343354,-4.974517
-20.06676684,-11.09348
-20.06010014,-7.721182
-20.05343344,-6.790368
-20.04676674,-8.926663
-20.04010004,-7.751701
-20.03343334,-12.31422
-20.02676664,-8.682515
-20.02009994,-9.140293
-20.01343324,-11.09348
-20.00676654,-9.155552
-20.00009984,-10.65096
-19.99343314,-10.39155
-19.98676644,-7.324442
-19.98009974,-12.87881
-19.97343304,-5.508591
-19.96676634,-9.308145
-19.96009964,-10.69674
-19.95343294,-7.889034
-19.94676624,-7.538071
-19.94009954,-13.06192
-19.93343284,-5.233924
-19.92676614,-8.255256
-19.92009944,-12.60414
-19.91343274,-9.445478
-19.90676604,-7.660145
-19.90009934,-7.660145
-19.89343264,-8.087404
-19.88676594,-8.407849
-19.88009924,-11.47496
-19.87343254,-7.751701
-19.86676584,-6.775109
-19.86009914,-8.011107
-19.85343244,-7.415998
-19.84676574,-8.163701
-19.84009904,-11.82592
-19.83343234,-7.98059
-19.82676564,-8.590961
-19.82009894,-9.414959
-19.81343224,-3.784295
-19.80676554,-6.317331
-19.80009884,-8.194219
-19.79343214,-8.37733
-19.78676544,-7.034516
-19.78009874,-12.89407
-19.77343204,-6.897183
-19.76676534,-7.827997
-19.76009864,-7.263405
-19.75343195,-9.582811
-19.74676525,-8.529923
-19.74009855,-6.653035
-19.73343185,-8.590961
-19.72676515,-7.782219
-19.72009845,-5.981627
-19.71343175,-7.324442
-19.70676505,-7.065034
-19.70009835,-6.378368
-19.69343165,-7.477035
-19.68676495,-8.072145
-19.68009825,-7.278664
-19.67343155,-7.324442
-19.66676485,-7.324442
-19.66009815,-9.82696
-19.65343145,-7.751701
-19.64676475,-4.974517
-19.64009805,-8.37733
-19.63343135,-7.477035
-19.62676465,-3.830073
-19.62009795,-1.709036
-19.61343125,-7.141331
-19.60676455,-6.302072
-19.60009785,-2.883999
-19.59343115,-8.102664
-19.58676445,-7.187109
-19.58009775,-2.319407
-19.57343105,-8.072145
-19.56676435,-7.98059
-19.56009765,-7.415998
-19.55343095,-7.950071
-19.54676425,-10.2237
-19.54009755,-8.087404
-19.53343085,-8.514664
-19.52676415,-7.629627
-19.52009745,-8.087404
-19.51343075,-8.484145
-19.50676405,-7.843256
-19.50009735,-6.393627
-19.49343065,-10.04059
-19.48676395,-5.554368
-19.48009725,-8.545182
-19.47343055,-9.338663
-19.46676385,-8.194219
-19.46009715,-9.643848
-19.45343045,-7.843256
-19.44676375,-5.493331
-19.44009705,-7.507553
-19.43343035,-7.797479
-19.42676365,-6.714072
-19.42009695,-11.50548
-19.41343025,-5.432294
-19.40676355,-6.775109
-19.40009685,-7.324442
-19.39343015,-8.056886
-19.38676345,-9.308145
-19.38009675,-9.170811
-19.37343005,-6.439405
-19.36676335,-9.094515
-19.36009665,-9.964293
-19.35342995,-7.797479
-19.34676325,-9.445478
-19.34009655,-9.216589
-19.33342985,-6.256294
-19.32676315,-9.414959
-19.32009645,-8.285775
-19.31342975,-5.890072
-19.30676305,-7.98059
-19.30009635,-9.00296
-19.29342965,-7.583849
-19.28676295,-11.0477
-19.28009625,-7.034516
-19.27342955,-8.880886
-19.26676285,-8.117923
-19.26009615,-9.384441
-19.25342945,-7.293923
-19.24676275,-9.353922
-19.24009605,-7.37022
-19.23342935,-6.973479
-19.22676265,-8.651998
-19.22009595,-4.882961
-19.21342925,-9.61333
-19.20676255,-9.872738
-19.20009585,-9.018219
-19.19342915,-8.072145
-19.18676245,-9.842218
-19.18009575,-8.819849
-19.17342905,-6.500442
-19.16676235,-7.644886
-19.16009565,-7.522812
-19.15342896,-8.407849
-19.14676226,-8.346812
-19.14009556,-9.643848
-19.13342886,-8.056886
-19.12676216,-5.508591
-19.12009546,-7.904294
-19.11342876,-8.453627
-19.10676206,-6.927701
-19.10009536,-7.98059
-19.09342866,-6.851405
-19.08676196,-8.346812
-19.08009526,-8.209478
-19.07342856,-8.514664
-19.06676186,-9.140293
-19.06009516,-5.996887
-19.05342846,-7.15659
-19.04676176,-8.239997
-19.04009506,-11.47496
-19.03342836,-6.500442
-19.02676166,-6.698812
-19.02009496,-6.973479
-19.01342826,-8.667256
-19.00676156,-5.279702
-19.00009486,-6.439405
-18.99342816,-7.126071
-18.98676146,-7.522812
-18.98009476,-9.475996
-18.97342806,-6.042665
-18.96676136,-5.340739
-18.96009466,-9.140293
-18.95342796,-7.15659
-18.94676126,-6.317331
-18.94009456,-8.529923
-18.93342786,-5.066072
-18.92676116,-4.08948
-18.92009446,-6.561479
-18.91342776,-7.76696
-18.90676106,-6.347849
-18.90009436,-6.729331
-18.89342766,-5.432294
-18.88676096,-3.952147
-18.88009426,-10.68148
-18.87342756,-6.836146
-18.86676086,-5.401776
-18.86009416,-7.904294
-18.85342746,-5.11185
-18.84676076,-4.181036
-18.84009406,-7.98059
-18.83342736,-7.889034
-18.82676066,-6.088442
-18.82009396,-7.15659
-18.81342726,-6.241035
-18.80676056,-4.593035
-18.80009386,-6.164739
-18.79342716,-4.943998
-18.78676046,-7.782219
-18.78009376,-7.446516
-18.77342706,-7.263405
-18.76676036,-5.279702
-18.76009366,-4.684591
-18.75342696,-9.796441
-18.74676026,-9.537033
-18.74009356,-7.98059
-18.73342686,-9.033478
-18.72676016,-8.072145
-18.72009346,-3.860591
-18.71342676,-8.255256
-18.70676006,-4.135258
-18.70009336,-3.234962
-18.69342666,-4.791406
-18.68675996,-8.346812
-18.68009326,-6.33259
-18.67342656,-7.965331
-18.66675986,-6.607257
-18.66009316,-5.462813
-18.65342646,-8.316293
-18.64675976,-5.72222
-18.64009306,-4.058961
-18.63342636,-7.950071
-18.62675966,-7.095553
-18.62009296,-7.232886
-18.61342626,-6.042665
-18.60675956,-4.959258
-18.60009286,-6.836146
-18.59342616,-7.385479
-18.58675946,-8.407849
-18.58009276,-6.210516
-18.57342606,-10.07111
-18.56675936,-6.851405
-18.56009266,-9.704885
-18.55342596,-7.55333
-18.54675927,-10.40681
-18.54009257,-5.72222
-18.53342587,-8.209478
-18.52675917,-9.384441
-18.52009247,-6.210516
-18.51342577,-9.720144
-18.50675907,-11.13926
-18.50009237,-4.165776
-18.49342567,-6.241035
-18.48675897,-7.065034
-18.48009227,-5.966368
-18.47342557,-7.55333
-18.46675887,-10.5594
-18.46009217,-7.187109
-18.45342547,-8.026367
-18.44675877,-7.644886
-18.44009207,-6.164739
-18.43342537,-8.423108
-18.42675867,-10.39155
-18.42009197,-8.78933
-18.41342527,-8.346812
-18.40675857,-6.33259
-18.40009187,-6.225776
-18.39342517,-8.819849
-18.38675847,-6.607257
-18.38009177,-6.33259
-18.37342507,-7.721182
-18.36675837,-8.255256
-18.36009167,-6.54622
-18.35342497,-5.279702
-18.34675827,-9.62859
-18.34009157,-2.838221
-18.33342487,-9.933775
-18.32675817,-10.04059
-18.32009147,-6.241035
-18.31342477,-6.454664
-18.30675807,-11.20029
-18.30009137,-3.769036
-18.29342467,-6.485183
-18.28675797,-9.82696
-18.28009127,-5.188146
-18.27342457,-9.384441
-18.26675787,-11.50548
-18.26009117,-2.822962
-18.25342447,-7.858516
-18.24675777,-9.384441
-18.24009107,-3.952147
-18.23342437,-4.760887
-18.22675767,-10.74251
-18.22009097,-1.144444
-18.21342427,-5.691702
-18.20675757,-3.87585
-18.20009087,0.5951109
-18.19342417,-8.194219
-18.18675747,-4.043702
-18.18009077,-2.929777
-18.17342407,-4.394665
-18.16675737,-3.402814
-18.16009067,-4.28785
-18.15342397,-6.347849
-18.14675727,-5.340739
-18.14009057,-4.959258
-18.13342387,-7.583849
-18.12675717,-4.058961
-18.12009047,-8.774072
-18.11342377,-6.897183
-18.10675707,-2.151555
-18.10009037,-9.140293
-18.09342367,-9.033478
-18.08675697,-2.441481
-18.08009027,-13.87066
-18.07342357,-6.103702
-18.06675687,-2.609332
-18.06009017,-7.599108
-18.05342347,-9.094515
-18.04675677,-10.3
-18.04009007,-7.934812
-18.03342337,-2.365184
-18.02675667,-8.926663
-18.02008997,-6.118961
-18.01342327,-7.858516
-18.00675657,-4.745628
-18.00008987,-11.67333
-17.99342317,-6.439405
-17.98675647,1.098666
-17.98008977,-11.00192
-17.97342307,-5.798516
-17.96675637,1.571703
-17.96008967,-8.865626
-17.95342297,-3.021332
-17.94675627,-3.87585
-17.94008958,0.8239997
-17.93342288,-5.462813
-17.92675618,-7.950071
-17.92008948,-1.922666
-17.91342278,-7.629627
-17.90675608,-7.003997
-17.90008938,-6.13422
-17.89342268,-7.187109
-17.88675598,-8.78933
-17.88008928,-9.704885
-17.87342258,-7.187109
-17.86675588,-7.644886
-17.86008918,-9.445478
-17.85342248,-4.058961
-17.84675578,-8.819849
-17.84008908,-5.050813
-17.83342238,-2.700888
-17.82675568,-7.904294
-17.82008898,-5.676443
-17.81342228,-6.607257
-17.80675558,-9.109774
-17.80008888,-6.820887
-17.79342218,-6.973479
-17.78675548,-6.653035
-17.78008878,-6.653035
-17.77342208,-5.752738
-17.76675538,-6.424146
-17.76008868,-5.157628
-17.75342198,-7.385479
-17.74675528,-5.874813
-17.74008858,-1.83111
-17.73342188,-5.737479
-17.72675518,-8.285775
-17.72008848,-8.194219
-17.71342178,-6.851405
-17.70675508,-10.08637
-17.70008838,-6.515701
-17.69342168,-4.806665
-17.68675498,-9.338663
-17.68008828,-5.279702
-17.67342158,-4.837183
-17.66675488,-6.500442
-17.66008818,-7.049775
-17.65342148,-5.890072
-17.64675478,-9.59807
-17.64008808,-5.767998
-17.63342138,-9.491256
-17.62675468,-4.623554
-17.62008798,-7.629627
-17.61342128,-8.606219
-17.60675458,-7.232886
-17.60008788,-8.011107
-17.59342118,-8.17896
-17.58675448,-4.806665
-17.58008778,-6.454664
-17.57342108,-7.263405
-17.56675438,-8.133182
-17.56008768,-8.17896
-17.55342098,-6.897183
-17.54675428,-5.92059
-17.54008758,-11.84118
-17.53342088,-6.576738
-17.52675418,-4.211554
-17.52008748,-10.62044
-17.51342078,-7.034516
-17.50675408,-7.644886
-17.50008738,-9.82696
-17.49342068,-7.98059
-17.48675398,-4.806665
-17.48008728,-11.10874
-17.47342058,-5.081332
-17.46675388,-8.117923
-17.46008718,-11.07822
-17.45342048,-5.172887
-17.44675378,-5.645924
-17.44008708,-5.401776
-17.43342038,-5.813776
-17.42675368,-8.453627
-17.42008698,-5.569628
-17.41342028,-4.135258
-17.40675358,-8.484145
-17.40008688,-5.081332
-17.39342018,-6.653035
-17.38675348,-3.67748
-17.38008678,-6.241035
-17.37342008,-5.966368
-17.36675338,-6.805627
-17.36008668,-7.431257
-17.35341998,-5.203405
-17.34675328,-1.968444
-17.34008658,-6.439405
-17.33341989,-6.103702
-17.32675319,-3.830073
-17.32008649,-5.52385
-17.31341979,-5.996887
-17.30675309,-4.226813
-17.30008639,-5.554368
-17.29341969,-7.889034
-17.28675299,-4.562517
-17.28008629,-9.567553
-17.27341959,-6.469923
-17.26675289,-7.080294
-17.26008619,-8.423108
-17.25341949,-3.921628
-17.24675279,-3.692739
-17.24008609,-2.792444
-17.23341939,-5.340739
-17.22675269,-2.853481
-17.22008599,-2.075258
-17.21341929,-4.882961
-17.20675259,-3.524888
-17.20008589,-1.083407
-17.19341919,-5.72222
-17.18675249,-4.91348
-17.18008579,-6.805627
-17.17341909,-4.562517
-17.16675239,-7.782219
-17.16008569,-6.515701
-17.15341899,-4.50148
-17.14675229,-3.433332
-17.14008559,-6.210516
-17.13341889,-6.485183
-17.12675219,-5.737479
-17.12008549,-5.966368
-17.11341879,-7.309183
-17.10675209,-2.716147
-17.10008539,-8.087404
-17.09341869,-5.737479
-17.08675199,-5.676443
-17.08008529,-4.730369
-17.07341859,-4.577776
-17.06675189,-4.882961
-17.06008519,-6.149479
-17.05341849,-6.591998
-17.04675179,-3.723258
-17.04008509,-6.439405
-17.03341839,-7.003997
-17.02675169,-1.190222
-17.02008499,-5.630665
-17.01341829,-7.400738
-17.00675159,-2.365184
-17.00008489,-4.593035
-16.99341819,-5.966368
-16.98675149,-6.012146
-16.98008479,-7.095553
-16.97341809,-5.783257
-16.96675139,-10.98666
-16.96008469,-4.654072
-16.95341799,-6.607257
-16.94675129,-2.059999
-16.94008459,-4.791406
-16.93341789,-8.529923
-16.92675119,-4.943998
-16.92008449,-7.889034
-16.91341779,-5.767998
-16.90675109,-4.181036
-16.90008439,-6.088442
-16.89341769,-5.386517
-16.88675099,-4.593035
-16.88008429,-7.171849
-16.87341759,-3.814813
-16.86675089,-7.736442
-16.86008419,-6.469923
-16.85341749,-6.302072
-16.84675079,-7.095553
-16.84008409,-2.761925
-16.83341739,-5.813776
-16.82675069,-10.08637
-16.82008399,-4.837183
-16.81341729,-8.285775
-16.80675059,-9.125033
-16.80008389,-5.371257
-16.79341719,-5.401776
-16.78675049,-6.164739
-16.78008379,-5.233924
-16.77341709,-7.324442
-16.76675039,-3.341777
-16.76008369,-7.278664
-16.75341699,-8.835109
-16.74675029,-3.646962
-16.74008359,-6.790368
-16.73341689,-6.088442
-16.7267502,-4.562517
-16.7200835,-7.019257
-16.7134168,-4.486221
-16.7067501,-3.707999
-16.7000834,-4.119998
-16.6934167,-4.28785
-16.68675,-4.928739
-16.6800833,-5.401776
-16.6734166,-5.340739
-16.6667499,-6.042665
-16.6600832,-4.486221
-16.6534165,-4.928739
-16.6467498,-5.371257
-16.6400831,-5.081332
-16.6334164,-5.996887
-16.6267497,-5.096591
-16.620083,-6.027405
-16.6134163,-3.189184
-16.6067496,-4.791406
-16.6000829,-5.417035
-16.5934162,-4.943998
-16.5867495,-5.996887
-16.5800828,-4.013184
-16.5734161,-5.294961
-16.5667494,-4.028443
-16.5600827,-5.752738
-16.553416,-5.996887
-16.5467493,-3.311258
-16.5400826,-4.379406
-16.5334159,-5.52385
-16.5267492,-3.448591
-16.5200825,-6.149479
-16.5134158,-5.92059
-16.5067491,-2.487258
-16.5000824,-6.13422
-16.4934157,-5.859553
-16.486749,-4.181036
-16.4800823,-6.54622
-16.4734156,-6.622516
-16.4667489,-5.264442
-16.4600822,-7.538071
-16.4534155,-6.820887
-16.4467488,-5.264442
-16.4400821,-6.775109
-16.4334154,-6.668294
-16.4267487,-5.966368
-16.420082,-7.324442
-16.4134153,-7.507553
-16.4067486,-5.432294
-16.4000819,-6.698812
-16.3934152,-8.438367
-16.3867485,-4.440443
-16.3800818,-7.76696
-16.3734151,-5.783257
-16.3667484,-6.95822
-16.3600817,-7.034516
-16.353415,-7.232886
-16.3467483,-6.241035
-16.3400816,-9.048737
-16.3334149,-9.82696
-16.3267482,-8.17896
-16.3200815,-7.782219
-16.3134148,-9.521774
-16.3067481,-7.889034
-16.3000814,-8.362071
-16.2934147,-6.912442
-16.286748,-7.263405
-16.2800813,-7.446516
-16.2734146,-9.887997
-16.2667479,-7.98059
-16.2600812,-5.203405
-16.2534145,-5.035554
-16.2467478,-7.721182
-16.2400811,-6.149479
-16.2334144,-6.13422
-16.2267477,-8.651998
-16.220081,-2.990814
-16.2134143,-7.003997
-16.2067476,-6.317331
-16.2000809,-5.569628
-16.1934142,-6.622516
-16.1867475,-7.065034
-16.1800808,-4.531998
-16.1734141,-4.486221
-16.1667474,-7.126071
-16.1600807,-6.576738
-16.153414,-7.797479
-16.1467473,-6.164739
-16.1400806,-4.715109
-16.1334139,-6.241035
-16.1267472,-3.189184
-16.12008051,-5.32548
-16.11341381,-6.790368
-16.10674711,-6.195257
-16.10008041,-3.555406
-16.09341371,-6.729331
-16.08674701,-7.248146
-16.08008031,-5.020295
-16.07341361,-3.631702
-16.06674691,-6.805627
-16.06008021,-5.050813
-16.05341351,-5.981627
-16.04674681,-5.142368
-16.04008011,-4.654072
-16.03341341,-7.049775
-16.02674671,-7.904294
-16.02008001,-5.752738
-16.01341331,-5.417035
-16.00674661,-3.631702
-16.00007991,-7.583849
-15.99341321,-4.470962
-15.98674651,-8.667256
-15.98007981,-4.333628
-15.97341311,-2.04474
-15.96674641,-10.94088
-15.96007971,-5.72222
-15.95341301,-5.371257
-15.94674631,-12.19214
-15.94007961,-5.630665
-15.93341291,-3.524888
-15.92674621,-9.750664
-15.92007951,-6.790368
-15.91341281,-1.556444
-15.90674611,-8.758812
-15.90007941,-5.386517
-15.89341271,-4.684591
-15.88674601,-10.33051
-15.88007931,-5.996887
-15.87341261,-2.441481
-15.86674591,-6.164739
-15.86007921,-3.906369
-15.85341251,-3.28074
-15.84674581,-9.308145
-15.84007911,-6.74459
-15.83341241,-4.394665
-15.82674571,-9.445478
-15.82007901,-7.232886
-15.81341231,-13.38237
-15.80674561,-10.42207
-15.80007891,-2.792444
-15.79341221,-7.950071
-15.78674551,-7.873775
-15.78007881,-5.890072
-15.77341211,-11.49022
-15.76674541,-6.851405
-15.76007871,-5.691702
-15.75341201,-6.118961
-15.74674531,-0.6103702
-15.74007861,-6.729331
-15.73341191,-8.9877
-15.72674521,-2.86874
-15.72007851,-5.432294
-15.71341181,-10.28474
-15.70674511,-5.813776
-15.70007841,-5.798516
-15.69341171,-3.448591
-15.68674501,-10.16266
-15.68007831,-7.202368
-15.67341161,-2.746666
-15.66674491,-6.088442
-15.66007821,-6.317331
-15.65341151,-11.124
-15.64674481,-1.495407
-15.64007811,-14.46577
-15.63341141,-17.86859
-15.62674471,-5.539109
-15.62007801,-10.3
-15.61341131,-10.5594
-15.60674461,-15.1677
-15.60007791,-6.836146
-15.59341121,-6.424146
-15.58674451,-10.78829
-15.58007781,-7.034516
-15.57341111,-4.608294
-15.56674441,-2.426221
-15.56007771,-6.088442
-15.55341101,-7.507553
-15.54674431,-6.469923
-15.54007761,-5.035554
-15.53341091,-3.006073
-15.52674421,-3.158665
-15.52007751,-8.758812
-15.51341082,-7.675405
-15.50674412,-2.929777
-15.50007742,-6.683553
-15.49341072,-4.577776
-15.48674402,-2.777184
-15.48007732,-8.423108
-15.47341062,-6.729331
-15.46674392,-4.608294
-15.46007722,-7.98059
-15.45341052,-6.241035
-15.44674382,-7.599108
-15.44007712,-3.311258
-15.43341042,-7.248146
-15.42674372,-8.194219
-15.42007702,-7.797479
-15.41341032,-1.663259
-15.40674362,-8.407849
-15.40007692,-9.231848
-15.39341022,0.2441481
-15.38674352,-6.439405
-15.38007682,-4.867702
-15.37341012,-3.921628
-15.36674342,-7.827997
-15.36007672,-5.630665
-15.35341002,-2.670369
-15.34674332,-6.485183
-15.34007662,-5.737479
-15.33340992,-6.393627
-15.32674322,-8.78933
-15.32007652,-7.446516
-15.31340982,-4.470962
-15.30674312,-8.224738
-15.30007642,-9.506516
-15.29340972,-5.737479
-15.28674302,-4.745628
-15.28007632,-6.683553
-15.27340962,-8.728293
-15.26674292,-6.378368
-15.26007622,-5.340739
-15.25340952,-1.693777
-15.24674282,0.1525925
-15.24007612,-7.232886
-15.23340942,-4.028443
-15.22674272,-2.670369
-15.22007602,-7.095553
-15.21340932,-10.17792
-15.20674262,0.5340739
-15.20007592,-7.324442
-15.19340922,-3.326517
-15.18674252,-0.4272591
-15.18007582,-7.675405
-15.17340912,-9.018219
-15.16674242,-1.342814
-15.16007572,-3.799554
-15.15340902,-7.141331
-15.14674232,-4.745628
-15.14007562,-7.263405
-15.13340892,-6.118961
-15.12674222,-6.54622
-15.12007552,-8.316293
-15.11340882,-7.400738
-15.10674212,-6.927701
-15.10007542,-7.400738
-15.09340872,-12.43629
-15.08674202,-8.514664
-15.08007532,-7.660145
-15.07340862,-4.760887
-15.06674192,-5.294961
-15.06007522,-7.76696
-15.05340852,-7.782219
-15.04674182,-5.554368
-15.04007512,-6.836146
-15.03340842,-9.384441
-15.02674172,-12.10059
-15.02007502,-8.301034
-15.01340832,-5.783257
-15.00674162,-10.80355
-15.00007492,-4.409925
-14.99340822,-9.18607
-14.98674152,-4.760887
-14.98007482,-7.293923
-14.97340812,-11.55125
-14.96674142,-5.645924
-14.96007472,-8.453627
-14.95340802,-9.735404
-14.94674132,-8.697775
-14.94007462,-7.751701
-14.93340792,-7.37022
-14.92674122,-6.500442
-14.92007452,-6.042665
-14.91340782,-8.331553
-14.90674113,-6.012146
-14.90007443,-9.216589
