x,y
-44.54688884,-1.205481
-44.54022214,-1.190222
-44.53355544,1.892147
-44.52688874,1.113926
-44.52022204,-0.2594073
-44.51355534,0.4119999
-44.50688864,1.876888
-44.50022194,-1.709036
-44.49355524,1.358074
-44.48688854,-0.5493332
-44.48022184,0.2594073
-44.47355514,0.3509628
-44.46688844,0.839259
-44.46022174,0.09155552
-44.45355504,-0.3662221
-44.44688834,-1.739555
-44.44022164,-0.2746666
-44.43355494,0.1983703
-44.42688824,2.563555
-44.42022154,-2.059999
-44.41355484,-0.7171849
-44.40688814,-0.5340739
-44.40022144,-0.2288888
-44.39355474,-0.183111
-44.38688804,0.04577776
-44.38022134,-3.051851
-44.37355464,-0.03051851
-44.36688794,-1.953184
-44.36022124,0.04577776
-44.35355454,-0.9765922
-44.34688784,-6.54622
-44.34022114,-2.090518
-44.33355444,-1.739555
-44.32688774,-0.4119999
-44.32022104,-3.448591
-44.31355434,-3.051851
-44.30688764,-3.051851
-44.30022094,-1.586962
-44.29355424,-0.2746666
-44.28688754,-2.090518
-44.28022084,-4.028443
-44.27355414,-2.990814
-44.26688744,-4.959258
-44.26022074,-2.716147
-44.25355404,-5.386517
-44.24688734,-1.113926
-44.24022064,-2.716147
-44.23355394,-0.8697774
-44.22688724,-1.297037
-44.22022054,-3.112888
-44.21355384,0.7629627
-44.20688714,-0.2899258
-44.20022044,-0.04577776
-44.19355374,0.7019257
-44.18688704,-2.594073
-44.18022034,-2.960295
-44.17355364,-0.6866664
-44.16688694,0.7934812
-44.16022024,2.04474
-44.15355354,-1.266518
-44.14688684,-1.968444
-44.14022014,-2.258369
-44.13355344,-3.799554
-44.12688674,0.3967406
-44.12022004,-2.273629
-44.11355334,-2.609332
-44.10688664,0.1983703
-44.10021994,-0.07629627
-44.09355324,-1.647999
-44.08688654,-2.792444
-44.08021984,1.068148
-44.07355314,1.419111
-44.06688644,-0.2746666
-44.06021974,-2.471999
-44.05355304,-0.7324442
-44.04688634,-2.197333
-44.04021964,0.1983703
-44.03355294,-2.517777
-44.02688624,-2.121036
-44.02021954,-2.487258
-44.01355284,-0.6866664
-44.00688615,-0.07629627
-44.00021945,-1.510666
-43.99355275,1.190222
-43.98688605,-4.516739
-43.98021935,-2.151555
-43.97355265,-3.707999
-43.96688595,-5.096591
-43.96021925,-1.968444
-43.95355255,1.571703
-43.94688585,-9.414959
-43.94021915,-1.251259
-43.93355245,2.533036
-43.92688575,-5.32548
-43.92021905,-0.7477034
-43.91355235,-2.075258
-43.90688565,-6.042665
-43.90021895,-1.602222
-43.89355225,-1.724296
-43.88688555,-2.548295
-43.88021885,-3.295999
-43.87355215,-2.365184
-43.86688545,-0.1068148
-43.86021875,-1.02237
-43.85355205,-4.30311
-43.84688535,-5.813776
-43.84021865,2.349925
-43.83355195,-6.515701
-43.82688525,-4.242073
-43.82021855,-4.684591
-43.81355185,-3.46385
-43.80688515,-0.5798516
-43.80021845,-4.409925
-43.79355175,-3.982665
-43.78688505,1.754814
-43.78021835,3.204443
-43.77355165,-4.104739
-43.76688495,4.730369
-43.76021825,-3.402814
-43.75355155,-1.693777
-43.74688485,-1.327555
-43.74021815,0.01525925
-43.73355145,2.24311
-43.72688475,-3.784295
-43.72021805,-2.319407
-43.71355135,-3.341777
-43.70688465,-3.570665
-43.70021795,-2.853481
-43.69355125,-12.48207
-43.68688455,-6.363109
-43.68021785,-5.737479
-43.67355115,-1.159703
-43.66688445,-10.05585
-43.66021775,-3.128147
-43.65355105,-0.3204443
-43.64688435,-5.218665
-43.64021765,-0.9765922
-43.63355095,-0.7171849
-43.62688425,-2.014221
-43.62021755,-1.586962
-43.61355085,-3.631702
-43.60688415,3.418073
-43.60021745,2.914517
-43.59355075,-2.700888
-43.58688405,-4.959258
-43.58021735,-7.171849
-43.57355065,-1.84637
-43.56688395,-1.129185
-43.56021725,-6.33259
-43.55355055,-3.128147
-43.54688385,2.212592
-43.54021715,-3.707999
-43.53355045,-0.7629627
-43.52688375,-1.159703
-43.52021705,-3.87585
-43.51355035,3.662221
-43.50688365,-4.058961
-43.50021695,-3.021332
-43.49355025,-2.578814
-43.48688355,-3.585925
-43.48021685,-4.043702
-43.47355015,2.014221
-43.46688345,-0.9308145
-43.46021675,-2.609332
-43.45355005,-3.46385
-43.44688335,-3.082369
-43.44021665,-1.937925
-43.43354995,-1.541185
-43.42688325,-2.594073
-43.42021655,-2.899258
-43.41354985,-1.495407
-43.40688315,0.7477034
-43.40021646,-0.7171849
-43.39354976,0.03051851
-43.38688306,2.288888
-43.38021636,-3.46385
-43.37354966,-0.1678518
-43.36688296,2.807703
-43.36021626,-3.250221
-43.35354956,-4.852443
-43.34688286,2.517777
-43.34021616,-2.121036
-43.33354946,0.07629627
-43.32688276,0.6256294
-43.32021606,-2.960295
-43.31354936,-1.342814
-43.30688266,2.151555
-43.30021596,-0.5493332
-43.29354926,-0.2746666
-43.28688256,-3.830073
-43.28021586,-2.86874
-43.27354916,-4.348887
-43.26688246,-3.631702
-43.26021576,-4.150517
-43.25354906,-4.562517
-43.24688236,-0.7477034
-43.24021566,-2.731406
-43.23354896,-7.599108
-43.22688226,-3.509628
-43.22021556,-2.929777
-43.21354886,-3.936888
-43.20688216,0.900296
-43.20021546,-3.051851
-43.19354876,-2.029481
-43.18688206,-1.84637
-43.18021536,-4.333628
-43.17354866,-3.784295
-43.16688196,-6.378368
-43.16021526,-2.822962
-43.15354856,-5.035554
-43.14688186,-4.455702
-43.14021516,-2.487258
-43.13354846,-5.859553
-43.12688176,-2.121036
-43.12021506,-1.83111
-43.11354836,-6.836146
-43.10688166,-2.853481
-43.10021496,-3.723258
-43.09354826,-2.975554
-43.08688156,-5.188146
-43.08021486,-4.150517
-43.07354816,-4.715109
-43.06688146,-1.449629
-43.06021476,-3.28074
-43.05354806,-2.945036
-43.04688136,-1.205481
-43.04021466,-2.304147
-43.03354796,-4.135258
-43.02688126,-3.250221
-43.02021456,-4.577776
-43.01354786,0.06103702
-43.00688116,-2.304147
-43.00021446,-1.449629
-42.99354776,-0.6561479
-42.98688106,-4.867702
-42.98021436,-3.555406
-42.97354766,1.129185
-42.96688096,-0.9155552
-42.96021426,-2.502518
-42.95354756,-2.441481
-42.94688086,-4.577776
-42.94021416,-0.900296
-42.93354746,-0.5035554
-42.92688076,-2.746666
-42.92021406,-1.510666
-42.91354736,1.480148
-42.90688066,-2.441481
-42.90021396,-4.058961
-42.89354726,-2.380444
-42.88688056,-4.654072
-42.88021386,0.0
-42.87354716,-3.173925
-42.86688046,-3.402814
-42.86021376,-4.364147
-42.85354706,-6.256294
-42.84688036,-0.4425184
-42.84021366,-1.556444
-42.83354696,-1.998962
-42.82688026,-2.533036
